Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,RoundNumber,EventName
0 days 01:20:37.243000,1,0 days 00:01:38.483000,11.0,,,0 days 00:00:31.342000,0 days 00:00:42.978000,0 days 00:00:24.163000,0 days 01:19:30.102000,0 days 01:20:13.080000,0 days 01:20:37.243000,,239.0,278.0,292.0,False,SOFT,14.0,False,1,0 days 01:18:58.760000,Red Bull Racing,VER,1,True,2023-03-05 15:20:00.609,1,Bahrain Grand Prix
0 days 01:22:15.834000,1,0 days 00:01:38.591000,12.0,,,0 days 00:00:31.408000,0 days 00:00:42.951000,0 days 00:00:24.232000,0 days 01:21:08.651000,0 days 01:21:51.602000,0 days 01:22:15.834000,231.0,241.0,278.0,294.0,False,SOFT,15.0,False,1,0 days 01:20:37.243000,Red Bull Racing,VER,1,True,2023-03-05 15:21:39.092,1,Bahrain Grand Prix
0 days 01:23:54.316000,1,0 days 00:01:38.482000,13.0,,,0 days 00:00:31.389000,0 days 00:00:42.907000,0 days 00:00:24.186000,0 days 01:22:47.223000,0 days 01:23:30.130000,0 days 01:23:54.316000,230.0,241.0,278.0,292.0,False,SOFT,16.0,False,1,0 days 01:22:15.834000,Red Bull Racing,VER,1,True,2023-03-05 15:23:17.683,1,Bahrain Grand Prix
0 days 01:25:35.611000,1,0 days 00:01:41.295000,14.0,,0 days 01:25:33.830000,0 days 00:00:31.427000,0 days 00:00:42.876000,0 days 00:00:26.992000,0 days 01:24:25.743000,0 days 01:25:08.619000,0 days 01:25:35.611000,229.0,241.0,,,False,SOFT,17.0,False,1,0 days 01:23:54.316000,Red Bull Racing,VER,1,False,2023-03-05 15:24:56.165,1,Bahrain Grand Prix
0 days 01:27:33.989000,1,0 days 00:01:58.378000,15.0,0 days 01:25:58.127000,,0 days 00:00:51.854000,0 days 00:00:42.629000,0 days 00:00:23.895000,0 days 01:26:27.465000,0 days 01:27:10.094000,0 days 01:27:33.989000,230.0,237.0,279.0,218.0,False,SOFT,1.0,False,2,0 days 01:25:35.611000,Red Bull Racing,VER,1,False,2023-03-05 15:26:37.460,1,Bahrain Grand Prix
0 days 01:29:11.790000,1,0 days 00:01:37.801000,16.0,,,0 days 00:00:31.209000,0 days 00:00:42.711000,0 days 00:00:23.881000,0 days 01:28:05.198000,0 days 01:28:47.909000,0 days 01:29:11.790000,231.0,236.0,280.0,287.0,False,SOFT,2.0,False,2,0 days 01:27:33.989000,Red Bull Racing,VER,1,True,2023-03-05 15:28:35.838,1,Bahrain Grand Prix
0 days 01:30:49.438000,1,0 days 00:01:37.648000,17.0,,,0 days 00:00:31.170000,0 days 00:00:42.623000,0 days 00:00:23.855000,0 days 01:29:42.960000,0 days 01:30:25.583000,0 days 01:30:49.438000,232.0,237.0,280.0,293.0,False,SOFT,3.0,False,2,0 days 01:29:11.790000,Red Bull Racing,VER,1,True,2023-03-05 15:30:13.639,1,Bahrain Grand Prix
0 days 01:32:27.052000,1,0 days 00:01:37.614000,18.0,,,0 days 00:00:31.211000,0 days 00:00:42.569000,0 days 00:00:23.834000,0 days 01:31:20.649000,0 days 01:32:03.218000,0 days 01:32:27.052000,,239.0,280.0,286.0,False,SOFT,4.0,False,2,0 days 01:30:49.438000,Red Bull Racing,VER,1,True,2023-03-05 15:31:51.287,1,Bahrain Grand Prix
0 days 01:34:04.764000,1,0 days 00:01:37.712000,19.0,,,0 days 00:00:31.243000,0 days 00:00:42.608000,0 days 00:00:23.861000,0 days 01:32:58.295000,0 days 01:33:40.903000,0 days 01:34:04.764000,,243.0,280.0,289.0,False,SOFT,5.0,False,2,0 days 01:32:27.052000,Red Bull Racing,VER,1,True,2023-03-05 15:33:28.901,1,Bahrain Grand Prix
0 days 01:35:42.552000,1,0 days 00:01:37.788000,20.0,,,0 days 00:00:31.186000,0 days 00:00:42.766000,0 days 00:00:23.836000,0 days 01:34:35.950000,0 days 01:35:18.716000,0 days 01:35:42.552000,230.0,237.0,280.0,291.0,False,SOFT,6.0,False,2,0 days 01:34:04.764000,Red Bull Racing,VER,1,True,2023-03-05 15:35:06.613,1,Bahrain Grand Prix
0 days 01:37:20.134000,1,0 days 00:01:37.582000,21.0,,,0 days 00:00:31.168000,0 days 00:00:42.572000,0 days 00:00:23.842000,0 days 01:36:13.720000,0 days 01:36:56.292000,0 days 01:37:20.134000,232.0,239.0,280.0,293.0,False,SOFT,7.0,False,2,0 days 01:35:42.552000,Red Bull Racing,VER,1,True,2023-03-05 15:36:44.401,1,Bahrain Grand Prix
0 days 01:38:57.785000,1,0 days 00:01:37.651000,22.0,,,0 days 00:00:31.224000,0 days 00:00:42.548000,0 days 00:00:23.879000,0 days 01:37:51.358000,0 days 01:38:33.906000,0 days 01:38:57.785000,,235.0,281.0,292.0,False,SOFT,8.0,False,2,0 days 01:37:20.134000,Red Bull Racing,VER,1,True,2023-03-05 15:38:21.983,1,Bahrain Grand Prix
0 days 01:40:35.337000,1,0 days 00:01:37.552000,23.0,,,0 days 00:00:31.153000,0 days 00:00:42.514000,0 days 00:00:23.885000,0 days 01:39:28.938000,0 days 01:40:11.452000,0 days 01:40:35.337000,,237.0,281.0,294.0,False,SOFT,9.0,False,2,0 days 01:38:57.785000,Red Bull Racing,VER,1,True,2023-03-05 15:39:59.634,1,Bahrain Grand Prix
0 days 01:42:12.724000,1,0 days 00:01:37.387000,24.0,,,0 days 00:00:31.145000,0 days 00:00:42.398000,0 days 00:00:23.844000,0 days 01:41:06.482000,0 days 01:41:48.880000,0 days 01:42:12.724000,233.0,238.0,280.0,289.0,False,SOFT,10.0,False,2,0 days 01:40:35.337000,Red Bull Racing,VER,1,True,2023-03-05 15:41:37.186,1,Bahrain Grand Prix
0 days 01:43:50.096000,1,0 days 00:01:37.372000,25.0,,,,0 days 00:00:42.344000,0 days 00:00:23.883000,,0 days 01:43:26.264000,0 days 01:43:50.154000,232.0,240.0,281.0,292.0,False,SOFT,11.0,False,2,0 days 01:42:12.724000,Red Bull Racing,VER,1,False,2023-03-05 15:43:14.573,1,Bahrain Grand Prix
0 days 01:45:27.778000,1,0 days 00:01:37.682000,26.0,,,0 days 00:00:31.213000,0 days 00:00:42.533000,0 days 00:00:23.936000,0 days 01:44:21.309000,0 days 01:45:03.842000,0 days 01:45:27.778000,,242.0,281.0,283.0,False,SOFT,12.0,False,2,0 days 01:43:50.096000,Red Bull Racing,VER,1,True,2023-03-05 15:44:51.945,1,Bahrain Grand Prix
0 days 01:47:05.157000,1,0 days 00:01:37.379000,27.0,,,0 days 00:00:31.079000,0 days 00:00:42.349000,0 days 00:00:23.951000,0 days 01:45:58.857000,0 days 01:46:41.206000,0 days 01:47:05.157000,233.0,245.0,281.0,295.0,False,SOFT,13.0,False,2,0 days 01:45:27.778000,Red Bull Racing,VER,1,True,2023-03-05 15:46:29.627,1,Bahrain Grand Prix
0 days 01:48:42.808000,1,0 days 00:01:37.651000,28.0,,,0 days 00:00:31.112000,0 days 00:00:42.554000,0 days 00:00:23.985000,0 days 01:47:36.269000,0 days 01:48:18.823000,0 days 01:48:42.808000,231.0,241.0,281.0,,False,SOFT,14.0,False,2,0 days 01:47:05.157000,Red Bull Racing,VER,1,True,2023-03-05 15:48:07.006,1,Bahrain Grand Prix
0 days 01:50:20.379000,1,0 days 00:01:37.571000,29.0,,,0 days 00:00:31.045000,0 days 00:00:42.533000,0 days 00:00:23.993000,0 days 01:49:13.853000,0 days 01:49:56.386000,0 days 01:50:20.379000,233.0,245.0,283.0,296.0,False,SOFT,15.0,False,2,0 days 01:48:42.808000,Red Bull Racing,VER,1,True,2023-03-05 15:49:44.657,1,Bahrain Grand Prix
0 days 01:51:57.928000,1,0 days 00:01:37.549000,30.0,,,0 days 00:00:31.185000,0 days 00:00:42.443000,0 days 00:00:23.921000,0 days 01:50:51.564000,0 days 01:51:34.007000,0 days 01:51:57.928000,,249.0,283.0,299.0,False,SOFT,16.0,False,2,0 days 01:50:20.379000,Red Bull Racing,VER,1,True,2023-03-05 15:51:22.228,1,Bahrain Grand Prix
0 days 01:53:35.359000,1,0 days 00:01:37.431000,31.0,,,0 days 00:00:31.040000,0 days 00:00:42.464000,0 days 00:00:23.927000,0 days 01:52:28.968000,0 days 01:53:11.432000,0 days 01:53:35.359000,232.0,250.0,282.0,298.0,False,SOFT,17.0,False,2,0 days 01:51:57.928000,Red Bull Racing,VER,1,True,2023-03-05 15:52:59.777,1,Bahrain Grand Prix
0 days 01:55:13.050000,1,0 days 00:01:37.691000,32.0,,,0 days 00:00:31.139000,0 days 00:00:42.523000,0 days 00:00:24.029000,0 days 01:54:06.498000,0 days 01:54:49.021000,0 days 01:55:13.050000,,249.0,283.0,300.0,False,SOFT,18.0,False,2,0 days 01:53:35.359000,Red Bull Racing,VER,1,True,2023-03-05 15:54:37.208,1,Bahrain Grand Prix
0 days 01:56:50.736000,1,0 days 00:01:37.686000,33.0,,,0 days 00:00:31.112000,0 days 00:00:42.505000,0 days 00:00:24.069000,0 days 01:55:44.162000,0 days 01:56:26.667000,0 days 01:56:50.736000,233.0,249.0,282.0,301.0,False,SOFT,19.0,False,2,0 days 01:55:13.050000,Red Bull Racing,VER,1,True,2023-03-05 15:56:14.899,1,Bahrain Grand Prix
0 days 01:58:28.575000,1,0 days 00:01:37.839000,34.0,,,0 days 00:00:31.129000,0 days 00:00:42.615000,0 days 00:00:24.095000,0 days 01:57:21.865000,0 days 01:58:04.480000,0 days 01:58:28.575000,232.0,248.0,283.0,299.0,False,SOFT,20.0,False,2,0 days 01:56:50.736000,Red Bull Racing,VER,1,True,2023-03-05 15:57:52.585,1,Bahrain Grand Prix
0 days 02:00:06.425000,1,0 days 00:01:37.850000,35.0,,,0 days 00:00:31.211000,0 days 00:00:42.500000,0 days 00:00:24.139000,0 days 01:58:59.786000,0 days 01:59:42.286000,0 days 02:00:06.425000,,255.0,282.0,303.0,False,SOFT,21.0,False,2,0 days 01:58:28.575000,Red Bull Racing,VER,1,True,2023-03-05 15:59:30.424,1,Bahrain Grand Prix
0 days 02:01:47.389000,1,0 days 00:01:40.964000,36.0,,0 days 02:01:45.619000,0 days 00:00:31.350000,0 days 00:00:42.582000,0 days 00:00:27.032000,0 days 02:00:37.775000,0 days 02:01:20.357000,0 days 02:01:47.389000,233.0,251.0,,299.0,False,SOFT,22.0,False,2,0 days 02:00:06.425000,Red Bull Racing,VER,1,False,2023-03-05 16:01:08.274,1,Bahrain Grand Prix
0 days 02:03:45.879000,1,0 days 00:01:58.490000,37.0,0 days 02:02:10.556000,,0 days 00:00:52.755000,0 days 00:00:42.071000,0 days 00:00:23.664000,0 days 02:02:40.144000,0 days 02:03:22.215000,0 days 02:03:45.879000,232.0,244.0,281.0,215.0,False,HARD,1.0,True,3,0 days 02:01:47.389000,Red Bull Racing,VER,1,False,2023-03-05 16:02:49.238,1,Bahrain Grand Prix
0 days 02:05:22.176000,1,0 days 00:01:36.297000,38.0,,,0 days 00:00:31.034000,0 days 00:00:41.772000,0 days 00:00:23.491000,0 days 02:04:16.913000,0 days 02:04:58.685000,0 days 02:05:22.176000,235.0,246.0,281.0,288.0,False,HARD,2.0,True,3,0 days 02:03:45.879000,Red Bull Racing,VER,1,True,2023-03-05 16:04:47.728,1,Bahrain Grand Prix
0 days 02:06:58.622000,1,0 days 00:01:36.446000,39.0,,,0 days 00:00:30.818000,0 days 00:00:42.125000,0 days 00:00:23.503000,0 days 02:05:52.994000,0 days 02:06:35.119000,0 days 02:06:58.622000,233.0,244.0,282.0,,False,HARD,3.0,True,3,0 days 02:05:22.176000,Red Bull Racing,VER,1,True,2023-03-05 16:06:24.025,1,Bahrain Grand Prix
0 days 02:08:35.564000,1,0 days 00:01:36.942000,40.0,,,0 days 00:00:31.175000,0 days 00:00:42.247000,0 days 00:00:23.520000,0 days 02:07:29.797000,0 days 02:08:12.044000,0 days 02:08:35.564000,231.0,240.0,282.0,286.0,False,HARD,4.0,True,3,0 days 02:06:58.622000,Red Bull Racing,VER,1,True,2023-03-05 16:08:00.471,1,Bahrain Grand Prix
0 days 02:10:36.059000,1,0 days 00:02:00.495000,41.0,,,0 days 00:00:31.381000,0 days 00:00:55.533000,0 days 00:00:33.581000,0 days 02:09:06.945000,0 days 02:10:02.478000,0 days 02:10:36.059000,233.0,214.0,225.0,,False,HARD,5.0,True,3,0 days 02:08:35.564000,Red Bull Racing,VER,26,False,2023-03-05 16:09:37.413,1,Bahrain Grand Prix
0 days 02:12:20.883000,1,0 days 00:01:44.824000,42.0,,,0 days 00:00:38.946000,0 days 00:00:42.174000,0 days 00:00:23.704000,0 days 02:11:15.005000,0 days 02:11:57.179000,0 days 02:12:20.883000,230.0,246.0,282.0,236.0,False,HARD,6.0,True,3,0 days 02:10:36.059000,Red Bull Racing,VER,67,False,2023-03-05 16:11:37.908,1,Bahrain Grand Prix
0 days 02:13:57.773000,1,0 days 00:01:36.890000,43.0,,,0 days 00:00:31.130000,0 days 00:00:42.295000,0 days 00:00:23.465000,0 days 02:12:52.013000,0 days 02:13:34.308000,0 days 02:13:57.773000,236.0,247.0,282.0,290.0,False,HARD,7.0,True,3,0 days 02:12:20.883000,Red Bull Racing,VER,1,True,2023-03-05 16:13:22.732,1,Bahrain Grand Prix
0 days 02:15:34.009000,1,0 days 00:01:36.236000,44.0,,,0 days 00:00:30.783000,0 days 00:00:42.005000,0 days 00:00:23.448000,0 days 02:14:28.556000,0 days 02:15:10.561000,0 days 02:15:34.009000,237.0,245.0,283.0,296.0,True,HARD,8.0,True,3,0 days 02:13:57.773000,Red Bull Racing,VER,1,True,2023-03-05 16:14:59.622,1,Bahrain Grand Prix
0 days 02:17:11.024000,1,0 days 00:01:37.015000,45.0,,,0 days 00:00:31.079000,0 days 00:00:42.221000,0 days 00:00:23.715000,0 days 02:16:05.088000,0 days 02:16:47.309000,0 days 02:17:11.024000,235.0,245.0,281.0,294.0,False,HARD,9.0,True,3,0 days 02:15:34.009000,Red Bull Racing,VER,1,True,2023-03-05 16:16:35.858,1,Bahrain Grand Prix
0 days 02:18:47.725000,1,0 days 00:01:36.701000,46.0,,,0 days 00:00:31.030000,0 days 00:00:42.003000,0 days 00:00:23.668000,0 days 02:17:42.054000,0 days 02:18:24.057000,0 days 02:18:47.725000,236.0,245.0,282.0,290.0,False,HARD,10.0,True,3,0 days 02:17:11.024000,Red Bull Racing,VER,1,True,2023-03-05 16:18:12.873,1,Bahrain Grand Prix
0 days 02:20:24.734000,1,0 days 00:01:37.009000,47.0,,,0 days 00:00:31.094000,0 days 00:00:42.205000,0 days 00:00:23.710000,0 days 02:19:18.819000,0 days 02:20:01.024000,0 days 02:20:24.734000,,243.0,282.0,293.0,False,HARD,11.0,True,3,0 days 02:18:47.725000,Red Bull Racing,VER,1,True,2023-03-05 16:19:49.574,1,Bahrain Grand Prix
0 days 02:22:01.652000,1,0 days 00:01:36.918000,48.0,,,0 days 00:00:31.010000,0 days 00:00:42.199000,0 days 00:00:23.709000,0 days 02:20:55.744000,0 days 02:21:37.943000,0 days 02:22:01.652000,,239.0,284.0,294.0,False,HARD,12.0,True,3,0 days 02:20:24.734000,Red Bull Racing,VER,1,True,2023-03-05 16:21:26.583,1,Bahrain Grand Prix
0 days 02:23:38.614000,1,0 days 00:01:36.962000,49.0,,,0 days 00:00:31.124000,0 days 00:00:42.026000,0 days 00:00:23.812000,0 days 02:22:32.776000,0 days 02:23:14.802000,0 days 02:23:38.614000,234.0,239.0,279.0,299.0,False,HARD,13.0,True,3,0 days 02:22:01.652000,Red Bull Racing,VER,1,True,2023-03-05 16:23:03.501,1,Bahrain Grand Prix
0 days 02:25:15.864000,1,0 days 00:01:37.250000,50.0,,,0 days 00:00:31.070000,0 days 00:00:42.375000,0 days 00:00:23.805000,0 days 02:24:09.684000,0 days 02:24:52.059000,0 days 02:25:15.864000,,238.0,281.0,296.0,False,HARD,14.0,True,3,0 days 02:23:38.614000,Red Bull Racing,VER,1,True,2023-03-05 16:24:40.463,1,Bahrain Grand Prix
0 days 02:26:53.291000,1,0 days 00:01:37.427000,51.0,,,0 days 00:00:31.154000,0 days 00:00:42.202000,0 days 00:00:24.071000,0 days 02:25:47.018000,0 days 02:26:29.220000,0 days 02:26:53.291000,233.0,241.0,279.0,295.0,False,HARD,15.0,True,3,0 days 02:25:15.864000,Red Bull Racing,VER,1,True,2023-03-05 16:26:17.713,1,Bahrain Grand Prix
0 days 02:28:30.210000,1,0 days 00:01:36.919000,52.0,,,0 days 00:00:31.033000,0 days 00:00:42.133000,0 days 00:00:23.753000,0 days 02:27:24.324000,0 days 02:28:06.457000,0 days 02:28:30.210000,235.0,241.0,280.0,297.0,False,HARD,16.0,True,3,0 days 02:26:53.291000,Red Bull Racing,VER,1,True,2023-03-05 16:27:55.140,1,Bahrain Grand Prix
0 days 02:30:07.100000,1,0 days 00:01:36.890000,53.0,,,0 days 00:00:30.906000,0 days 00:00:42.217000,0 days 00:00:23.767000,0 days 02:29:01.116000,0 days 02:29:43.333000,0 days 02:30:07.100000,228.0,240.0,280.0,293.0,False,HARD,17.0,True,3,0 days 02:28:30.210000,Red Bull Racing,VER,1,True,2023-03-05 16:29:32.059,1,Bahrain Grand Prix
0 days 02:31:43.778000,1,0 days 00:01:36.678000,54.0,,,0 days 00:00:30.988000,0 days 00:00:41.938000,0 days 00:00:23.752000,0 days 02:30:38.088000,0 days 02:31:20.026000,0 days 02:31:43.778000,235.0,245.0,280.0,297.0,False,HARD,18.0,True,3,0 days 02:30:07.100000,Red Bull Racing,VER,1,True,2023-03-05 16:31:08.949,1,Bahrain Grand Prix
0 days 02:33:20.100000,1,0 days 00:01:36.322000,55.0,,,0 days 00:00:30.964000,0 days 00:00:41.747000,0 days 00:00:23.611000,0 days 02:32:14.742000,0 days 02:32:56.489000,0 days 02:33:20.100000,234.0,247.0,282.0,295.0,False,HARD,19.0,True,3,0 days 02:31:43.778000,Red Bull Racing,VER,1,True,2023-03-05 16:32:45.627,1,Bahrain Grand Prix
0 days 02:34:57.305000,1,0 days 00:01:37.205000,56.0,,,0 days 00:00:31.091000,0 days 00:00:42.270000,0 days 00:00:23.844000,0 days 02:33:51.191000,0 days 02:34:33.461000,0 days 02:34:57.305000,233.0,238.0,282.0,294.0,False,HARD,20.0,True,3,0 days 02:33:20.100000,Red Bull Racing,VER,1,True,2023-03-05 16:34:21.949,1,Bahrain Grand Prix
0 days 02:36:33.678000,1,0 days 00:01:36.373000,57.0,,,0 days 00:00:30.960000,0 days 00:00:41.763000,0 days 00:00:23.650000,0 days 02:35:28.265000,0 days 02:36:10.028000,0 days 02:36:33.678000,235.0,262.0,253.0,295.0,False,HARD,21.0,True,3,0 days 02:34:57.305000,Red Bull Racing,VER,1,True,2023-03-05 16:35:59.154,1,Bahrain Grand Prix
0 days 01:04:17.971000,11,,1.0,0 days 00:23:25.554000,,,0 days 00:00:43.216000,0 days 00:00:24.069000,,0 days 01:03:53.963000,0 days 01:04:18.056000,230.0,237.0,280.0,252.0,False,SOFT,4.0,False,1,0 days 01:02:36.652000,Red Bull Racing,PER,2,False,2023-03-05 15:03:38.501,1,Bahrain Grand Prix
0 days 01:05:56.833000,11,0 days 00:01:38.862000,2.0,,,0 days 00:00:31.532000,0 days 00:00:43.116000,0 days 00:00:24.214000,0 days 01:04:49.503000,0 days 01:05:32.619000,0 days 01:05:56.833000,228.0,238.0,281.0,283.0,False,SOFT,5.0,False,1,0 days 01:04:17.971000,Red Bull Racing,PER,2,True,2023-03-05 15:05:19.820,1,Bahrain Grand Prix
0 days 01:07:35.663000,11,0 days 00:01:38.830000,3.0,,,0 days 00:00:31.397000,0 days 00:00:43.146000,0 days 00:00:24.287000,0 days 01:06:28.230000,0 days 01:07:11.376000,0 days 01:07:35.663000,231.0,240.0,280.0,293.0,False,SOFT,6.0,False,1,0 days 01:05:56.833000,Red Bull Racing,PER,1,True,2023-03-05 15:06:58.682,1,Bahrain Grand Prix
0 days 01:09:14.421000,11,0 days 00:01:38.758000,4.0,,,0 days 00:00:31.404000,0 days 00:00:43.108000,0 days 00:00:24.246000,0 days 01:08:07.067000,0 days 01:08:50.175000,0 days 01:09:14.421000,,243.0,281.0,297.0,False,SOFT,7.0,False,1,0 days 01:07:35.663000,Red Bull Racing,PER,1,True,2023-03-05 15:08:37.512,1,Bahrain Grand Prix
0 days 01:10:52.825000,11,0 days 00:01:38.404000,5.0,,,0 days 00:00:31.231000,0 days 00:00:42.944000,0 days 00:00:24.229000,0 days 01:09:45.652000,0 days 01:10:28.596000,0 days 01:10:52.825000,232.0,250.0,286.0,299.0,False,SOFT,8.0,False,1,0 days 01:09:14.421000,Red Bull Racing,PER,1,True,2023-03-05 15:10:16.270,1,Bahrain Grand Prix
0 days 01:12:31.543000,11,0 days 00:01:38.718000,6.0,,,0 days 00:00:31.276000,0 days 00:00:43.043000,0 days 00:00:24.399000,0 days 01:11:24.101000,0 days 01:12:07.144000,0 days 01:12:31.543000,231.0,246.0,286.0,309.0,False,SOFT,9.0,False,1,0 days 01:10:52.825000,Red Bull Racing,PER,1,True,2023-03-05 15:11:54.674,1,Bahrain Grand Prix
0 days 01:14:10.347000,11,0 days 00:01:38.804000,7.0,,,0 days 00:00:31.214000,0 days 00:00:43.174000,0 days 00:00:24.416000,0 days 01:13:02.757000,0 days 01:13:45.931000,0 days 01:14:10.347000,230.0,237.0,282.0,298.0,False,SOFT,10.0,False,1,0 days 01:12:31.543000,Red Bull Racing,PER,1,True,2023-03-05 15:13:33.392,1,Bahrain Grand Prix
0 days 01:15:49.519000,11,0 days 00:01:39.172000,8.0,,,0 days 00:00:31.580000,0 days 00:00:43.193000,0 days 00:00:24.399000,0 days 01:14:41.927000,0 days 01:15:25.120000,0 days 01:15:49.519000,,243.0,281.0,296.0,False,SOFT,11.0,False,1,0 days 01:14:10.347000,Red Bull Racing,PER,1,True,2023-03-05 15:15:12.196,1,Bahrain Grand Prix
0 days 01:17:28.433000,11,0 days 00:01:38.914000,9.0,,,0 days 00:00:31.464000,0 days 00:00:43.077000,0 days 00:00:24.373000,0 days 01:16:20.983000,0 days 01:17:04.060000,0 days 01:17:28.433000,231.0,246.0,281.0,294.0,False,SOFT,12.0,False,1,0 days 01:15:49.519000,Red Bull Racing,PER,1,True,2023-03-05 15:16:51.368,1,Bahrain Grand Prix
0 days 01:19:07.518000,11,0 days 00:01:39.085000,10.0,,,0 days 00:00:31.434000,0 days 00:00:43.270000,0 days 00:00:24.381000,0 days 01:17:59.867000,0 days 01:18:43.137000,0 days 01:19:07.518000,232.0,242.0,280.0,297.0,False,SOFT,13.0,False,1,0 days 01:17:28.433000,Red Bull Racing,PER,1,True,2023-03-05 15:18:30.282,1,Bahrain Grand Prix
0 days 01:20:46.767000,11,0 days 00:01:39.249000,11.0,,,0 days 00:00:31.632000,0 days 00:00:43.188000,0 days 00:00:24.429000,0 days 01:19:39.150000,0 days 01:20:22.338000,0 days 01:20:46.767000,,248.0,280.0,,False,SOFT,14.0,False,1,0 days 01:19:07.518000,Red Bull Racing,PER,1,True,2023-03-05 15:20:09.367,1,Bahrain Grand Prix
