Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,IsAccurate,RoundNumber,EventName,IsSlick,CompoundName,IsValid,DeltaToRep,PctFromRep,DeltaToFastest,PctFromFastest,DeltaToLapRep,PctFromLapRep,FuelAdjLapTime
0 days 00:48:28.523000,PIA,81,96.086,2.0,1.0,,,True,MEDIUM,6.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-1.997,-2.036,0.687,0.72,-1.334,-1.369,96.144
0 days 00:50:04.639000,PIA,81,96.116,3.0,1.0,,,False,MEDIUM,7.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-1.967,-2.005,0.717,0.752,-1.002,-1.032,96.232
0 days 00:51:40.532000,PIA,81,95.893,4.0,1.0,,,True,MEDIUM,8.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-2.19,-2.233,0.494,0.518,-1.042,-1.075,96.06700000000001
0 days 00:53:16.881000,PIA,81,96.349,5.0,1.0,,,False,MEDIUM,9.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-1.734,-1.768,0.95,0.996,-1.237,-1.268,96.581
0 days 00:54:53.197000,PIA,81,96.316,6.0,1.0,,,False,MEDIUM,10.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-1.767,-1.802,0.917,0.961,-1.238,-1.269,96.605
0 days 00:56:29.051000,PIA,81,95.854,7.0,1.0,,,True,MEDIUM,11.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-2.229,-2.273,0.455,0.477,-1.452,-1.492,96.201
0 days 00:58:05.717000,PIA,81,96.666,8.0,1.0,,,False,MEDIUM,12.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-1.417,-1.445,1.267,1.328,-0.908,-0.931,97.071
0 days 00:59:42.874000,PIA,81,97.157,9.0,1.0,,,False,MEDIUM,13.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-0.926,-0.944,1.758,1.843,-0.969,-0.988,97.61999999999999
0 days 01:01:19.273000,PIA,81,96.399,10.0,1.0,,,False,MEDIUM,14.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-1.684,-1.717,1.0,1.048,-1.729,-1.762,96.92
0 days 01:02:56.124000,PIA,81,96.851,11.0,1.0,,,False,MEDIUM,15.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-1.232,-1.256,1.452,1.522,-1.415,-1.44,97.42999999999999
0 days 01:04:33.450000,PIA,81,97.326,12.0,1.0,,,False,MEDIUM,16.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-0.757,-0.772,1.927,2.02,-1.0,-1.017,97.963
0 days 01:06:10.662000,PIA,81,97.212,13.0,1.0,,,False,MEDIUM,17.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-0.871,-0.888,1.813,1.9,-1.372,-1.392,97.907
0 days 01:07:48.514000,PIA,81,97.852,14.0,1.0,,,False,MEDIUM,18.0,False,McLaren,1,3.0,True,2,Chinese Grand Prix,True,C3,True,-0.231,-0.236,2.453,2.571,-1.183,-1.195,98.605
0 days 01:09:26.631000,PIA,81,98.117,15.0,1.0,,,False,MEDIUM,19.0,False,McLaren,1,2.0,True,2,Chinese Grand Prix,True,C3,True,0.034,0.035,2.718,2.849,-1.025,-1.034,98.92800000000001
0 days 01:11:05.372000,PIA,81,98.741,16.0,1.0,,,False,MEDIUM,20.0,False,McLaren,1,2.0,True,2,Chinese Grand Prix,True,C3,True,0.658,0.671,3.342,3.503,-0.193,-0.195,99.609
0 days 01:12:44.120000,PIA,81,98.748,17.0,1.0,,,False,MEDIUM,21.0,False,McLaren,1,2.0,True,2,Chinese Grand Prix,True,C3,True,0.665,0.678,3.349,3.511,-0.479,-0.483,99.674
0 days 01:14:22.732000,PIA,81,98.612,18.0,1.0,,,False,MEDIUM,22.0,False,McLaren,1,2.0,True,2,Chinese Grand Prix,True,C3,True,0.529,0.539,3.213,3.368,-0.611,-0.616,99.59599999999999
0 days 01:16:00.568000,PIA,81,97.836,19.0,1.0,,,False,MEDIUM,23.0,False,McLaren,1,2.0,True,2,Chinese Grand Prix,True,C3,True,-0.247,-0.252,2.437,2.555,-1.331,-1.342,98.878
0 days 00:46:54.007000,LEC,16,,1.0,1.0,,,False,MEDIUM,7.0,False,Ferrari,1,5.0,False,2,Chinese Grand Prix,True,C3,False,,,,,,,
0 days 00:48:30.902000,LEC,16,96.895,2.0,1.0,,,True,MEDIUM,8.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-1.188,-1.211,1.496,1.568,-0.525,-0.539,96.953
0 days 00:50:07.194000,LEC,16,96.292,3.0,1.0,,,True,MEDIUM,9.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-1.791,-1.826,0.893,0.936,-0.826,-0.851,96.408
0 days 00:51:43.449000,LEC,16,96.255,4.0,1.0,,,True,MEDIUM,10.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-1.828,-1.864,0.856,0.897,-0.68,-0.702,96.429
0 days 00:53:19.973000,LEC,16,96.524,5.0,1.0,,,False,MEDIUM,11.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-1.559,-1.589,1.125,1.179,-1.062,-1.088,96.756
0 days 00:54:56.317000,LEC,16,96.344,6.0,1.0,,,False,MEDIUM,12.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-1.739,-1.773,0.945,0.991,-1.21,-1.24,96.633
0 days 00:56:32.960000,LEC,16,96.643,7.0,1.0,,,False,MEDIUM,13.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-1.44,-1.468,1.244,1.304,-0.663,-0.681,96.99
0 days 00:58:09.974000,LEC,16,97.014,8.0,1.0,,,False,MEDIUM,14.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-1.069,-1.09,1.615,1.693,-0.56,-0.574,97.419
0 days 00:59:47.262000,LEC,16,97.288,9.0,1.0,,,False,MEDIUM,15.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-0.795,-0.811,1.889,1.98,-0.838,-0.854,97.75099999999999
0 days 01:01:24.892000,LEC,16,97.63,10.0,1.0,,,False,MEDIUM,16.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-0.453,-0.462,2.231,2.339,-0.498,-0.508,98.151
0 days 01:03:02.913000,LEC,16,98.021,11.0,1.0,,,False,MEDIUM,17.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-0.062,-0.063,2.622,2.748,-0.245,-0.249,98.6
0 days 01:04:41.139000,LEC,16,98.226,12.0,1.0,,,False,MEDIUM,18.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,0.143,0.146,2.827,2.963,-0.1,-0.102,98.863
0 days 01:06:18.964000,LEC,16,97.825,13.0,1.0,,,False,MEDIUM,19.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-0.258,-0.263,2.426,2.543,-0.759,-0.77,98.52
0 days 01:07:56.231000,LEC,16,97.267,14.0,1.0,,,False,MEDIUM,20.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-0.816,-0.832,1.868,1.958,-1.768,-1.785,98.02
0 days 01:09:33.526000,LEC,16,97.295,15.0,1.0,,,False,MEDIUM,21.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-0.788,-0.803,1.896,1.987,-1.847,-1.863,98.10600000000001
0 days 01:11:11.159000,LEC,16,97.633,16.0,1.0,,,False,MEDIUM,22.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-0.45,-0.459,2.234,2.342,-1.301,-1.315,98.50099999999999
0 days 01:12:48.499000,LEC,16,97.34,17.0,1.0,,,False,MEDIUM,23.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,-0.743,-0.758,1.941,2.035,-1.887,-1.902,98.266
0 days 01:14:26.783000,LEC,16,98.284,18.0,1.0,,,False,MEDIUM,24.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,0.201,0.205,2.885,3.024,-0.939,-0.946,99.268
0 days 01:16:05.869000,LEC,16,99.086,19.0,1.0,,,False,MEDIUM,25.0,False,Ferrari,1,5.0,True,2,Chinese Grand Prix,True,C3,True,1.003,1.023,3.687,3.865,-0.081,-0.082,100.128
0 days 00:46:53.660000,RUS,63,,1.0,1.0,,,False,MEDIUM,9.0,False,Mercedes,1,4.0,False,2,Chinese Grand Prix,True,C3,False,,,,,,,
0 days 00:48:30.092000,RUS,63,96.432,2.0,1.0,,,True,MEDIUM,10.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-1.651,-1.683,1.033,1.083,-0.988,-1.014,96.49000000000001
0 days 00:50:06.137000,RUS,63,96.045,3.0,1.0,,,True,MEDIUM,11.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-2.038,-2.078,0.646,0.677,-1.073,-1.105,96.161
0 days 00:51:42.028000,RUS,63,95.891,4.0,1.0,,,True,MEDIUM,12.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-2.192,-2.235,0.492,0.516,-1.044,-1.077,96.06500000000001
0 days 00:53:18.422000,RUS,63,96.394,5.0,1.0,,,False,MEDIUM,13.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-1.689,-1.722,0.995,1.043,-1.192,-1.221,96.626
0 days 00:54:54.783000,RUS,63,96.361,6.0,1.0,,,False,MEDIUM,14.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-1.722,-1.756,0.962,1.008,-1.193,-1.223,96.65
0 days 00:56:31.436000,RUS,63,96.653,7.0,1.0,,,False,MEDIUM,15.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-1.43,-1.458,1.254,1.314,-0.653,-0.671,97.0
0 days 00:58:08.155000,RUS,63,96.719,8.0,1.0,,,False,MEDIUM,16.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-1.364,-1.391,1.32,1.384,-0.855,-0.876,97.124
0 days 00:59:45.104000,RUS,63,96.949,9.0,1.0,,,False,MEDIUM,17.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-1.134,-1.156,1.55,1.625,-1.177,-1.199,97.41199999999999
0 days 01:01:22.427000,RUS,63,97.323,10.0,1.0,,,False,MEDIUM,18.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-0.76,-0.775,1.924,2.017,-0.805,-0.82,97.844
0 days 01:03:00.180000,RUS,63,97.753,11.0,1.0,,,False,MEDIUM,19.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-0.33,-0.336,2.354,2.468,-0.513,-0.522,98.332
0 days 01:04:37.868000,RUS,63,97.688,12.0,1.0,,,False,MEDIUM,20.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-0.395,-0.403,2.289,2.399,-0.638,-0.649,98.325
0 days 01:06:15.310000,RUS,63,97.442,13.0,1.0,,,False,MEDIUM,21.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-0.641,-0.654,2.043,2.142,-1.142,-1.158,98.13699999999999
0 days 01:07:53.351000,RUS,63,98.041,14.0,1.0,,,False,MEDIUM,22.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,-0.042,-0.043,2.642,2.769,-0.994,-1.004,98.794
0 days 01:09:31.655000,RUS,63,98.304,15.0,1.0,,,False,MEDIUM,23.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,0.221,0.225,2.905,3.045,-0.838,-0.845,99.11500000000001
0 days 01:11:09.738000,RUS,63,98.083,16.0,1.0,,,False,MEDIUM,24.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,0.0,0.0,2.684,2.813,-0.851,-0.86,98.951
0 days 01:12:47.924000,RUS,63,98.186,17.0,1.0,,,False,MEDIUM,25.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,0.103,0.105,2.787,2.921,-1.041,-1.049,99.11200000000001
0 days 01:14:26.237000,RUS,63,98.313,18.0,1.0,,,False,MEDIUM,26.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,0.23,0.234,2.914,3.055,-0.91,-0.917,99.297
0 days 01:16:05.271000,RUS,63,99.034,19.0,1.0,,,False,MEDIUM,27.0,False,Mercedes,1,4.0,True,2,Chinese Grand Prix,True,C3,True,0.951,0.97,3.635,3.81,-0.133,-0.134,100.07600000000001
0 days 00:46:56.450000,NOR,4,,1.0,1.0,,,False,MEDIUM,4.0,False,McLaren,1,9.0,False,2,Chinese Grand Prix,True,C3,False,,,,,,,
0 days 00:48:33.328000,NOR,4,96.878,2.0,1.0,,,True,MEDIUM,5.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-1.205,-1.229,1.479,1.55,-0.542,-0.556,96.936
0 days 00:50:10.429000,NOR,4,97.101,3.0,1.0,,,False,MEDIUM,6.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-0.982,-1.001,1.702,1.784,-0.017,-0.018,97.217
0 days 00:51:47.137000,NOR,4,96.708,4.0,1.0,,,True,MEDIUM,7.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-1.375,-1.402,1.309,1.372,-0.227,-0.234,96.882
0 days 00:53:24.674000,NOR,4,97.537,5.0,1.0,,,False,MEDIUM,8.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-0.546,-0.557,2.138,2.241,-0.049,-0.05,97.769
0 days 00:55:01.753000,NOR,4,97.079,6.0,1.0,,,False,MEDIUM,9.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-1.004,-1.024,1.68,1.761,-0.475,-0.487,97.368
0 days 00:56:38.851000,NOR,4,97.098,7.0,1.0,,,False,MEDIUM,10.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-0.985,-1.004,1.699,1.781,-0.208,-0.214,97.445
0 days 00:58:16.113000,NOR,4,97.262,8.0,1.0,,,False,MEDIUM,11.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-0.821,-0.837,1.863,1.953,-0.312,-0.32,97.667
0 days 00:59:53.995000,NOR,4,97.882,9.0,1.0,,,False,MEDIUM,12.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-0.201,-0.205,2.483,2.603,-0.244,-0.249,98.345
0 days 01:01:31.864000,NOR,4,97.869,10.0,1.0,,,False,MEDIUM,13.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-0.214,-0.218,2.47,2.589,-0.259,-0.264,98.39
0 days 01:03:10.091000,NOR,4,98.227,11.0,1.0,,,False,MEDIUM,14.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,0.144,0.147,2.828,2.964,-0.039,-0.04,98.806
0 days 01:04:47.711000,NOR,4,97.62,12.0,1.0,,,False,MEDIUM,15.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-0.463,-0.472,2.221,2.328,-0.706,-0.718,98.257
0 days 01:06:25.648000,NOR,4,97.937,13.0,1.0,,,False,MEDIUM,16.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-0.146,-0.149,2.538,2.66,-0.647,-0.656,98.63199999999999
0 days 01:08:03.561000,NOR,4,97.913,14.0,1.0,,,False,MEDIUM,17.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,-0.17,-0.173,2.514,2.635,-1.122,-1.133,98.666
0 days 01:09:42.545000,NOR,4,98.984,15.0,1.0,,,False,MEDIUM,18.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,0.901,0.919,3.585,3.758,-0.158,-0.159,99.795
0 days 01:11:21.307000,NOR,4,98.762,16.0,1.0,,,False,MEDIUM,19.0,False,McLaren,1,9.0,True,2,Chinese Grand Prix,True,C3,True,0.679,0.692,3.363,3.525,-0.172,-0.174,99.63
0 days 01:13:00.029000,NOR,4,98.722,17.0,1.0,,,False,MEDIUM,20.0,False,McLaren,1,8.0,True,2,Chinese Grand Prix,True,C3,True,0.639,0.651,3.323,3.483,-0.505,-0.509,99.648
0 days 01:14:38.453000,NOR,4,98.424,18.0,1.0,,,False,MEDIUM,21.0,False,McLaren,1,8.0,True,2,Chinese Grand Prix,True,C3,True,0.341,0.348,3.025,3.171,-0.799,-0.805,99.408
0 days 01:16:17.150000,NOR,4,98.697,19.0,1.0,,,False,MEDIUM,22.0,False,McLaren,1,8.0,True,2,Chinese Grand Prix,True,C3,True,0.614,0.626,3.298,3.457,-0.47,-0.474,99.739
0 days 00:46:55.209000,ANT,12,,1.0,1.0,,,False,MEDIUM,8.0,False,Mercedes,1,7.0,False,2,Chinese Grand Prix,True,C3,False,,,,,,,
0 days 00:48:32.063000,ANT,12,96.854,2.0,1.0,,,True,MEDIUM,9.0,False,Mercedes,1,7.0,True,2,Chinese Grand Prix,True,C3,True,-1.229,-1.253,1.455,1.525,-0.566,-0.581,96.912
0 days 00:50:08.722000,ANT,12,96.659,3.0,1.0,,,True,MEDIUM,10.0,False,Mercedes,1,7.0,True,2,Chinese Grand Prix,True,C3,True,-1.424,-1.452,1.26,1.321,-0.459,-0.473,96.775
0 days 00:51:45.240000,ANT,12,96.518,4.0,1.0,,,True,MEDIUM,11.0,False,Mercedes,1,7.0,True,2,Chinese Grand Prix,True,C3,True,-1.565,-1.596,1.119,1.173,-0.417,-0.43,96.69200000000001
0 days 00:53:21.551000,ANT,12,96.311,5.0,1.0,,,True,MEDIUM,12.0,False,Mercedes,1,7.0,True,2,Chinese Grand Prix,True,C3,True,-1.772,-1.807,0.912,0.956,-1.275,-1.307,96.543
0 days 00:54:58.410000,ANT,12,96.859,6.0,1.0,,,False,MEDIUM,13.0,False,Mercedes,1,7.0,True,2,Chinese Grand Prix,True,C3,True,-1.224,-1.248,1.46,1.53,-0.695,-0.712,97.148
